8699802f4c8982b8bbfee0fad8e908e8	芬達橘子汽水	jpg	60		1f344b999fa95ae06e667cc1ee7fed55	13a5efb47512440a240957a82c78d8e5									
37465e28b310b239a4728090a3eb40e5	黑松沙士	jpg	60		1f344b999fa95ae06e667cc1ee7fed55	13a5efb47512440a240957a82c78d8e5									
e76c79196fbb471f9176afa1238b43f5	麥克雞塊	JPG	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
bd12df6b557befe163db128bc3305cb6	薯條	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
a6a37606339ee2b15a0be7ddbc3dd2c1	洋蔥圈	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
5fe4af9e614782c1bec91b085957c47a	雞米花	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
cbf7274e4b30a62de19f51f387909ce4	檸檬雞柳	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
3b71c76f808810e34b8c02cfbb0fd6e3	炸豆腐	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
5ec491eb0536df4b600e11f004980192	可樂餅	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
d3b7c84283521be6899400ff6f6294e3	鮮奶巧克力聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
3e87310d6ba571c5afb0999b222a74ae	花生巧克力聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
420d9c3d609969d4ee20ef742a2e58bc	霜淇淋聖代	jpg	60		0c60f150839ac565c8579d4cddedad7c										
d12d5b9c1e31763bced0640785e0727d	草莓聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
0a9adc6fcbcc02121bdf715a723f29e9	櫻桃聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
559a63f69b7a6a5baf1129b295c2e562	拉拉熊聖代	jpg	100		0c60f150839ac565c8579d4cddedad7c										
