cf896901b560516fb5324474971c70d4	T04	2013-01-09 10:44	22628324	500	300	200	16		1					
4f9d51b787a22784943d06891b4e548f	T02	2013-01-09 10:45	22628325	1000	890	110	17		1					
95a082104871d7f277db1ac7ac6e2a1a	T06	2013-01-09 10:48	22628328	500	270	230	18							
