657d28e959d601c3b08e84f28b703731	2013-01-08 14:45	2013-01-08 15:22	37	5	T03	1500	1230	270							
e58c1df3cb8e9a27c4221f6d4e2d1865	2013-01-08 14:46	2013-01-08 15:22	36	4	T02	500	490	10							
d2f93ae107e77c43e30bc74fdd32ec14	2013-01-08 15:18	2013-01-09 10:30	1152	7	T04	500	340	160							
27589d9dba81ed02acd036762bc72e2d	2013-01-09 10:06	2013-01-09 10:30	24	11	T04	100	50	50							
f060326bbae6a0b931dfa77aa1639e4e	2013-01-09 10:30	2013-01-09 10:30	0	15	T02	1000	360	640							
76bc5f5e0342e084656c76804a3c8b0b	2013-01-09 10:28	2013-01-09 10:30	2	14	T04	300	220	80							
1a8d4ba1693f4a35fe005c5b2dd6cb89	2013-01-08 14:46	2013-01-09 10:30	1184	6	T03	200	170	30							
